"from","to"
"George Bush Intercontinental","Lubbock International"
"George Bush Intercontinental","Lake Charles Regional"
"George Bush Intercontinental","Blue Grass"
"George Bush Intercontinental","Lafayette Regional"
"George Bush Intercontinental","LaGuardia"
"George Bush Intercontinental","Adams"
"George Bush Intercontinental","Laredo International"
"George Bush Intercontinental","Midland International"
"George Bush Intercontinental","Kansas City International"
"George Bush Intercontinental","Orlando International"
"George Bush Intercontinental","Memphis International"
"George Bush Intercontinental","McAllen Miller International"
"George Bush Intercontinental","Montgomery Regional Apt"
"George Bush Intercontinental","Miami International"
"George Bush Intercontinental","General Mitchell International"
"George Bush Intercontinental","Monroe Regional"
"George Bush Intercontinental","Mobile Regional"
"George Bush Intercontinental","Minneapolis-St Paul Intl"
"George Bush Intercontinental","New Orleans International"
"George Bush Intercontinental","Montrose Regional"
"George Bush Intercontinental","Metropolitan Oakland International"
"George Bush Intercontinental","Will Rogers World"
"George Bush Intercontinental","Eppley Airfield"
"George Bush Intercontinental","Ontario International"
"George Bush Intercontinental","Chicago O'Hare International"
"George Bush Intercontinental","Norfolk International"
"George Bush Intercontinental","Palm Beach International"
"George Bush Intercontinental","Portland Intl"
"George Bush Intercontinental","Philadelphia Intl"
"George Bush Intercontinental","Phoenix Sky Harbor International"
"George Bush Intercontinental","Pittsburgh International"
"George Bush Intercontinental","Pensacola Regional"
"George Bush Intercontinental","Palm Springs International"
"George Bush Intercontinental","Raleigh-Durham International"
"George Bush Intercontinental","Richmond International"
"George Bush Intercontinental","Reno/Tahoe International"
"George Bush Intercontinental","Southwest Florida International"
"George Bush Intercontinental","San Diego International-Lindbergh"
"George Bush Intercontinental","San Antonio International"
"George Bush Intercontinental","Savannah International"
"George Bush Intercontinental","Louisville International-Standiford"
"George Bush Intercontinental","Seattle-Tacoma Intl"
"George Bush Intercontinental","San Francisco International"
"George Bush Intercontinental","Shreveport Regional"
"George Bush Intercontinental","San Jose International"
"George Bush Intercontinental","Salt Lake City Intl"
"George Bush Intercontinental","Sacramento International"
"George Bush Intercontinental","John Wayne /Orange Co"
"George Bush Intercontinental","Sarasota Bradenton International"
"George Bush Intercontinental","Lambert-St Louis International"
"George Bush Intercontinental","Tallahassee Regional"
"George Bush Intercontinental","Tampa International"
"George Bush Intercontinental","Tulsa International"
"George Bush Intercontinental","Tucson International"
"George Bush Intercontinental","McGhee-Tyson"
"George Bush Intercontinental","Eglin Air Force Base"
"George Bush Intercontinental","Northwest Arkansas Regional"
"Wichita Mid-Continent","Los Angeles International"
"Wichita Mid-Continent","Kansas City International"
"Wichita Mid-Continent","Memphis International"
"Wichita Mid-Continent","Minneapolis-St Paul Intl"
"Wichita Mid-Continent","New Orleans International"
"Wichita Mid-Continent","Will Rogers World"
"Wichita Mid-Continent","Chicago O'Hare International"
"Wichita Mid-Continent","Philadelphia Intl"
"Wichita Mid-Continent","Phoenix Sky Harbor International"
"Wichita Mid-Continent","Greater Peoria Regional"
"Wichita Mid-Continent","Springfield-Branson Regional"
"Wichita Mid-Continent","Salt Lake City Intl"
"Wichita Mid-Continent","Lambert-St Louis International"
"Idaho Falls Regional","Jackson Hole"
"Idaho Falls Regional","Lewiston-Nez Perce County"
"Idaho Falls Regional","Minneapolis-St Paul Intl"
"Idaho Falls Regional","Roberts"
"Idaho Falls Regional","San Francisco International"
"Idaho Falls Regional","Salt Lake City Intl"
"Wilmington International","Myrtle Beach International"
"Wilmington International","Raleigh-Durham International"
"Indianapolis International","Jacksonville International"
"Indianapolis International","John F Kennedy Intl"
"Indianapolis International","McCarran International"
"Indianapolis International","Los Angeles International"
"Indianapolis International","LaGuardia"
"Indianapolis International","Kansas City International"
"Indianapolis International","Orlando International"
"Indianapolis International","Chicago Midway"
"Indianapolis International","Memphis International"
"Indianapolis International","Miami International"
"Indianapolis International","General Mitchell International"
"Indianapolis International","Minneapolis-St Paul Intl"
"Indianapolis International","New Orleans International"
"Indianapolis International","Chicago O'Hare International"
"Indianapolis International","Philadelphia Intl"
"Indianapolis International","Phoenix Sky Harbor International"
"Indianapolis International","Pittsburgh International"
"Indianapolis International","Raleigh-Durham International"
"Indianapolis International","Southwest Florida International"
"Indianapolis International","San Antonio International"
"Indianapolis International","Seattle-Tacoma Intl"
"Indianapolis International","San Francisco International"
"Indianapolis International","Sarasota Bradenton International"
"Indianapolis International","Tampa International"
"Indianapolis International","Northwest Arkansas Regional"
"Falls International","Minneapolis-St Paul Intl"
"Imperial County","Los Angeles International"
"Imperial County","Yuma MCAS-Yuma International"
"Long Island - MacArthur","McCarran International"
"Long Island - MacArthur","Orlando International"
"Long Island - MacArthur","Chicago Midway"
"Long Island - MacArthur","Palm Beach International"
"Long Island - MacArthur","Southwest Florida International"
"Long Island - MacArthur","Tampa International"
"Inyokern","Los Angeles International"
"Inyokern","Palm Springs International"
"Jackson Hole","Los Angeles International"
"Jackson Hole","Minneapolis-St Paul Intl"
"Jackson Hole","Chicago O'Hare International"
"Jackson Hole","Salt Lake City Intl"
"Jackson International","Orlando International"
"Jackson International","Chicago Midway"
"Jackson International","Memphis International"
"Jackson International","Chicago O'Hare International"
"Jacksonville International","John F Kennedy Intl"
"Jacksonville International","McCarran International"
"Jacksonville International","Los Angeles International"
"Jacksonville International","LaGuardia"
"Jacksonville International","Kansas City International"
"Jacksonville International","Orlando International"
"Jacksonville International","Memphis International"
"Jacksonville International","Miami International"
"Jacksonville International","Minneapolis-St Paul Intl"
"Jacksonville International","New Orleans International"
"Jacksonville International","Chicago O'Hare International"
"Jacksonville International","Norfolk International"
"Jacksonville International","Philadelphia Intl"
"Jacksonville International","Pierre Regional"
"Jacksonville International","Raleigh-Durham International"
"Jacksonville International","Richmond International"
"Jacksonville International","Savannah International"
"Jacksonville International","Tampa International"
"Jacksonville International","McGhee-Tyson"
"John F Kennedy Intl","McCarran International"
"John F Kennedy Intl","Los Angeles International"
"John F Kennedy Intl","LaGuardia"
"John F Kennedy Intl","Long Beach (Daugherty)"
"John F Kennedy Intl","Orlando International"
"John F Kennedy Intl","Miami International"
"John F Kennedy Intl","Minneapolis-St Paul Intl"
"John F Kennedy Intl","New Orleans International"
"John F Kennedy Intl","Metropolitan Oakland International"
"John F Kennedy Intl","Ontario International"
"John F Kennedy Intl","Chicago O'Hare International"
"John F Kennedy Intl","Norfolk International"
"John F Kennedy Intl","Palm Beach International"
"John F Kennedy Intl","Portland Intl"
"John F Kennedy Intl","Philadelphia Intl"
"John F Kennedy Intl","Phoenix Sky Harbor International"
"John F Kennedy Intl","Pittsburgh International"
"John F Kennedy Intl","Theodore F Green State"
"John F Kennedy Intl","Portland International Jetport"
"John F Kennedy Intl","Raleigh-Durham International"
"John F Kennedy Intl","Richmond International"
"John F Kennedy Intl","Greater Rochester Int'l"
"John F Kennedy Intl","Southwest Florida International"
"John F Kennedy Intl","San Diego International-Lindbergh"
"John F Kennedy Intl","Seattle-Tacoma Intl"
"John F Kennedy Intl","San Francisco International"
"John F Kennedy Intl","San Jose International"
"John F Kennedy Intl","Salt Lake City Intl"
"John F Kennedy Intl","Sacramento International"
"John F Kennedy Intl","Sarasota Bradenton International"
"John F Kennedy Intl","Lambert-St Louis International"
"John F Kennedy Intl","Syracuse-Hancock Intl"
"John F Kennedy Intl","Tampa International"
"John F Kennedy Intl","Tucson International"
"Capital City","Lincoln Municipal"
"Capital City","Minneapolis-St Paul Intl"
"Capital City","Chicago O'Hare International"
"McCarran International","Los Angeles International"
"McCarran International","Lubbock International"
"McCarran International","Long Beach (Daugherty)"
"McCarran International","Adams"
"McCarran International","Midland International"
"McCarran International","Kansas City International"
"McCarran International","Orlando International"
"McCarran International","Chicago Midway"
"McCarran International","Memphis International"
"McCarran International","Rogue Valley International"
"McCarran International","Manchester"
"McCarran International","Miami International"
"McCarran International","General Mitchell International"
"McCarran International","Quad City"
"McCarran International","Monterey Peninsula"
"McCarran International","Minneapolis-St Paul Intl"
"McCarran International","New Orleans International"
"McCarran International","Metropolitan Oakland International"
"McCarran International","Will Rogers World"
"McCarran International","Eppley Airfield"
"McCarran International","Ontario International"
"McCarran International","Chicago O'Hare International"
"McCarran International","Norfolk International"
"McCarran International","Palm Beach International"
"McCarran International","Portland Intl"
"McCarran International","Philadelphia Intl"
"McCarran International","Phoenix Sky Harbor International"
"McCarran International","Pittsburgh International"
"McCarran International","Palm Springs International"
"McCarran International","Theodore F Green State"
"McCarran International","Raleigh-Durham International"
"McCarran International","Reno/Tahoe International"
"McCarran International","Greater Rochester Int'l"
"McCarran International","San Diego International-Lindbergh"
"McCarran International","San Antonio International"
"McCarran International","Santa Barbara Municipal"
"McCarran International","San Luis Obispo Co-McChesney"
"McCarran International","Louisville International-Standiford"
"McCarran International","Seattle-Tacoma Intl"
"McCarran International","San Francisco International"
"McCarran International","San Jose International"
"McCarran International","Salt Lake City Intl"
"McCarran International","Sacramento International"
"McCarran International","John Wayne /Orange Co"
"McCarran International","Lambert-St Louis International"
"McCarran International","Tampa International"
"McCarran International","Tulsa International"
"McCarran International","Tucson International"
"McCarran International","Yuma MCAS-Yuma International"
"Los Angeles International","Kansas City International"
"Los Angeles International","Orlando International"
"Los Angeles International","Chicago Midway"
"Los Angeles International","Memphis International"
"Los Angeles International","Rogue Valley International"
"Los Angeles International","Miami International"
"Los Angeles International","General Mitchell International"
"Los Angeles International","Modesto City-County-Harry Sham"
"Los Angeles International","Monterey Peninsula"
"Los Angeles International","Minneapolis-St Paul Intl"
"Los Angeles International","New Orleans International"
"Los Angeles International","Montrose Regional"
"Los Angeles International","Metropolitan Oakland International"
"Los Angeles International","Will Rogers World"
"Los Angeles International","Ontario International"
"Los Angeles International","Chicago O'Hare International"
"Los Angeles International","Oxnard"
"Los Angeles International","Portland Intl"
"Los Angeles International","Philadelphia Intl"
"Los Angeles International","Phoenix Sky Harbor International"
"Los Angeles International","Pittsburgh International"
"Los Angeles International","Palm Springs International"
"Los Angeles International","Raleigh-Durham International"
"Los Angeles International","Reno/Tahoe International"
"Los Angeles International","Southwest Florida International"
"Los Angeles International","San Diego International-Lindbergh"
"Los Angeles International","San Antonio International"
"Los Angeles International","Santa Barbara Municipal"
"Los Angeles International","San Luis Obispo Co-McChesney"
"Los Angeles International","Seattle-Tacoma Intl"
"Los Angeles International","San Francisco International"
"Los Angeles International","St George Muni"
"Los Angeles International","San Jose International"
"Los Angeles International","Salt Lake City Intl"
"Los Angeles International","Sacramento International"
"Los Angeles International","Santa Maria Pub/Capt G Allan Hancock"
"Los Angeles International","John Wayne /Orange Co"
"Los Angeles International","Lambert-St Louis International"
"Los Angeles International","Tampa International"
"Los Angeles International","Tulsa International"
"Los Angeles International","Tucson International"
"Los Angeles International","Northwest Arkansas Regional"
"Los Angeles International","Yuma MCAS-Yuma International"
"Lubbock International","Salt Lake City Intl"
"Blue Grass","LaGuardia"
"Blue Grass","Orlando International"
"Blue Grass","Memphis International"
"Blue Grass","Chicago O'Hare International"
"Blue Grass","Northwest Arkansas Regional"
"LaGuardia","Orlando International"
"LaGuardia","Harrisburg Intl"
"LaGuardia","Memphis International"
"LaGuardia","Miami International"
"LaGuardia","General Mitchell International"
"LaGuardia","Melbourne International"
"LaGuardia","Dane County Regional"
"LaGuardia","Minneapolis-St Paul Intl"
"LaGuardia","New Orleans International"
"LaGuardia","Myrtle Beach International"
"LaGuardia","Chicago O'Hare International"
"LaGuardia","Palm Beach International"
"LaGuardia","Newport News/Williamsburg International"
"LaGuardia","Philadelphia Intl"
"LaGuardia","Pittsburgh International"
"LaGuardia","Raleigh-Durham International"
"LaGuardia","Richmond International"
"LaGuardia","Southwest Florida International"
"LaGuardia","Savannah International"
"LaGuardia","Louisville International-Standiford"
"LaGuardia","Salt Lake City Intl"
"LaGuardia","Sarasota Bradenton International"
"LaGuardia","Lambert-St Louis International"
"LaGuardia","Tampa International"
"LaGuardia","Cherry Capital"
"LaGuardia","McGhee-Tyson"
"LaGuardia","Eglin Air Force Base"
"LaGuardia","Northwest Arkansas Regional"
"Long Beach (Daugherty)","Monterey Peninsula"
"Long Beach (Daugherty)","Metropolitan Oakland International"
"Long Beach (Daugherty)","Ontario International"
"Long Beach (Daugherty)","Chicago O'Hare International"
"Long Beach (Daugherty)","Portland Intl"
"Long Beach (Daugherty)","Phoenix Sky Harbor International"
"Long Beach (Daugherty)","Reno/Tahoe International"
"Long Beach (Daugherty)","Seattle-Tacoma Intl"
"Long Beach (Daugherty)","San Francisco International"
"Long Beach (Daugherty)","San Jose International"
"Long Beach (Daugherty)","Salt Lake City Intl"
"Long Beach (Daugherty)","Sacramento International"
"Long Beach (Daugherty)","Joslin Field - Magic Valley"
"Adams","Orlando International"
"Adams","Chicago Midway"
"Adams","Memphis International"
"Adams","Minneapolis-St Paul Intl"
"Adams","Chicago O'Hare International"
"Adams","Phoenix Sky Harbor International"
"Adams","San Antonio International"
"Adams","Salt Lake City Intl"
"Adams","Lambert-St Louis International"
"Klamath Falls International","Rogue Valley International"
"Klamath Falls International","Portland Intl"
"Klamath Falls International","San Francisco International"
"Lincoln Municipal","Kansas City International"
"Lincoln Municipal","Minneapolis-St Paul Intl"
"Lincoln Municipal","Eppley Airfield"
"Lincoln Municipal","Chicago O'Hare International"
"Lincoln Municipal","Greater Peoria Regional"
"La Crosse Municipal","Minneapolis-St Paul Intl"
"La Crosse Municipal","Chicago O'Hare International"
"Lewiston-Nez Perce County","Salt Lake City Intl"
"Mbs International","Minneapolis-St Paul Intl"
"Mbs International","Chicago O'Hare International"
"Kansas City International","Orlando International"
"Kansas City International","Chicago Midway"
"Kansas City International","Memphis International"
"Kansas City International","Montgomery Regional Apt"
"Kansas City International","Miami International"
"Kansas City International","General Mitchell International"
"Kansas City International","Dane County Regional"
"Kansas City International","Minneapolis-St Paul Intl"
"Kansas City International","New Orleans International"
"Kansas City International","Metropolitan Oakland International"
"Kansas City International","Will Rogers World"
"Kansas City International","Eppley Airfield"
"Kansas City International","Ontario International"
"Kansas City International","Chicago O'Hare International"
"Kansas City International","Portland Intl"
"Kansas City International","Phoenix Sky Harbor International"
"Kansas City International","Pittsburgh International"
"Kansas City International","Raleigh-Durham International"
"Kansas City International","Southwest Florida International"
"Kansas City International","San Diego International-Lindbergh"
"Kansas City International","San Antonio International"
"Kansas City International","Seattle-Tacoma Intl"
"Kansas City International","Salt Lake City Intl"
"Kansas City International","Sacramento International"
"Kansas City International","Lambert-St Louis International"
"Kansas City International","Tampa International"
"Kansas City International","Tulsa International"
"Kansas City International","Tucson International"
"Kansas City International","McGhee-Tyson"
"Orlando International","Harrisburg Intl"
"Orlando International","Chicago Midway"
"Orlando International","Memphis International"
"Orlando International","Manchester"
"Orlando International","Miami International"
"Orlando International","General Mitchell International"
"Orlando International","Quad City"
"Orlando International","Minneapolis-St Paul Intl"
"Orlando International","New Orleans International"
"Orlando International","Will Rogers World"
"Orlando International","Eppley Airfield"
"Orlando International","Chicago O'Hare International"
"Orlando International","Norfolk International"
"Orlando International","Palm Beach International"
"Orlando International","Portland Intl"
"Orlando International","Panama City-Bay County International"
"Orlando International","Newport News/Williamsburg International"
"Orlando International","Philadelphia Intl"
"Orlando International","Phoenix Sky Harbor International"
"Orlando International","Pittsburgh International"
"Orlando International","Pensacola Regional"
"Orlando International","Theodore F Green State"
"Orlando International","Portland International Jetport"
"Orlando International","Raleigh-Durham International"
"Orlando International","Richmond International"
"Orlando International","Greater Rochester Int'l"
"Orlando International","Southwest Florida International"
"Orlando International","San Diego International-Lindbergh"
"Orlando International","San Antonio International"
"Orlando International","Louisville International-Standiford"
"Orlando International","Seattle-Tacoma Intl"
"Orlando International","San Francisco International"
"Orlando International","Salt Lake City Intl"
"Orlando International","Lambert-St Louis International"
"Orlando International","Stewart"
"Orlando International","Syracuse-Hancock Intl"
"Orlando International","Tallahassee Regional"
"Orlando International","Tampa International"
"Orlando International","Tulsa International"
"Orlando International","McGhee-Tyson"
"Harrisburg Intl","Minneapolis-St Paul Intl"
"Harrisburg Intl","Chicago O'Hare International"
"Chicago Midway","Manchester"
"Chicago Midway","Miami International"
"Chicago Midway","Minneapolis-St Paul Intl"
"Chicago Midway","New Orleans International"
"Chicago Midway","Metropolitan Oakland International"
"Chicago Midway","Eppley Airfield"
"Chicago Midway","Norfolk International"
"Chicago Midway","Portland Intl"
"Chicago Midway","Philadelphia Intl"
"Chicago Midway","Phoenix Sky Harbor International"
"Chicago Midway","Pittsburgh International"
"Chicago Midway","Theodore F Green State"
"Chicago Midway","Raleigh-Durham International"
"Chicago Midway","Reno/Tahoe International"
"Chicago Midway","Southwest Florida International"
"Chicago Midway","San Diego International-Lindbergh"
"Chicago Midway","San Antonio International"
"Chicago Midway","Louisville International-Standiford"
"Chicago Midway","Seattle-Tacoma Intl"
"Chicago Midway","San Francisco International"
"Chicago Midway","San Jose International"
"Chicago Midway","Salt Lake City Intl"
"Chicago Midway","Sacramento International"
"Chicago Midway","Sarasota Bradenton International"
"Chicago Midway","Lambert-St Louis International"
"Chicago Midway","Tampa International"
"Chicago Midway","Tucson International"
"Memphis International","Montgomery Regional Apt"
"Memphis International","Miami International"
"Memphis International","General Mitchell International"
"Memphis International","Quad City"
"Memphis International","Mobile Regional"
"Memphis International","Dane County Regional"
"Memphis International","Minneapolis-St Paul Intl"
"Memphis International","New Orleans International"
"Memphis International","Will Rogers World"
"Memphis International","Eppley Airfield"
"Memphis International","Chicago O'Hare International"
"Memphis International","Norfolk International"
"Memphis International","Panama City-Bay County International"
"Memphis International","Philadelphia Intl"
"Memphis International","Phoenix Sky Harbor International"
"Memphis International","Pittsburgh International"
"Memphis International","Pensacola Regional"
"Memphis International","Raleigh-Durham International"
"Memphis International","Richmond International"
"Memphis International","Southwest Florida International"
"Memphis International","San Diego International-Lindbergh"
"Memphis International","San Antonio International"
"Memphis International","Savannah International"
"Memphis International","Louisville International-Standiford"
"Memphis International","Seattle-Tacoma Intl"
"Memphis International","San Francisco International"
"Memphis International","Springfield-Branson Regional"
"Memphis International","Shreveport Regional"
"Memphis International","Lambert-St Louis International"
"Memphis International","Tallahassee Regional"
"Memphis International","Tampa International"
"Memphis International","Tri-Cities Regional"
"Memphis International","Tulsa International"
"Memphis International","McGhee-Tyson"
"Memphis International","Eglin Air Force Base"
"Memphis International","Northwest Arkansas Regional"
"Rogue Valley International","Modesto City-County-Harry Sham"
"Rogue Valley International","North Bend Muni"
"Rogue Valley International","Portland Intl"
"Rogue Valley International","Phoenix Sky Harbor International"
"Rogue Valley International","Redding Municipal"
"Rogue Valley International","Roberts"
"Rogue Valley International","Santa Barbara Municipal"
"Rogue Valley International","San Luis Obispo Co-McChesney"
"Rogue Valley International","San Francisco International"
"Rogue Valley International","Salt Lake City Intl"
"Rogue Valley International","Joslin Field - Magic Valley"
"Montgomery Regional Apt","San Antonio International"
"Manchester","Chicago O'Hare International"
"Manchester","Philadelphia Intl"
"Manchester","Phoenix Sky Harbor International"
"Manchester","Tampa International"
"Miami International","Minneapolis-St Paul Intl"
"Miami International","New Orleans International"
"Miami International","Chicago O'Hare International"
"Miami International","Norfolk International"
"Miami International","Philadelphia Intl"
"Miami International","Phoenix Sky Harbor International"
"Miami International","Pittsburgh International"
"Miami International","Raleigh-Durham International"
"Miami International","Richmond International"
"Miami International","Southwest Florida International"
"Miami International","Louisville International-Standiford"
"Miami International","Seattle-Tacoma Intl"
"Miami International","San Francisco International"
"Miami International","Lambert-St Louis International"
"Miami International","Tallahassee Regional"
"Miami International","Tampa International"
"Miami International","Northwest Arkansas Regional"
"General Mitchell International","Muskegon County"
"General Mitchell International","Marquette County Airport"
"General Mitchell International","Dane County Regional"
"General Mitchell International","Minneapolis-St Paul Intl"
"General Mitchell International","Eppley Airfield"
"General Mitchell International","Chicago O'Hare International"
"General Mitchell International","Philadelphia Intl"
"General Mitchell International","Phoenix Sky Harbor International"
"General Mitchell International","Pittsburgh International"
"General Mitchell International","Raleigh-Durham International"
"General Mitchell International","Southwest Florida International"
"General Mitchell International","San Diego International-Lindbergh"
"General Mitchell International","Louisville International-Standiford"
"General Mitchell International","Seattle-Tacoma Intl"
"General Mitchell International","San Francisco International"
"General Mitchell International","Salt Lake City Intl"
"General Mitchell International","Lambert-St Louis International"
"General Mitchell International","Tampa International"
"General Mitchell International","Tucson International"
"Quad City","Minneapolis-St Paul Intl"
"Quad City","Chicago O'Hare International"
"Mobile Regional","Chicago O'Hare International"
"Modesto City-County-Harry Sham","Ontario International"
"Modesto City-County-Harry Sham","Reno/Tahoe International"
"Modesto City-County-Harry Sham","San Francisco International"
"Minot International","Minneapolis-St Paul Intl"
"Marquette County Airport","Chicago O'Hare International"
"Monterey Peninsula","Ontario International"
"Monterey Peninsula","Phoenix Sky Harbor International"
"Monterey Peninsula","San Diego International-Lindbergh"
"Monterey Peninsula","Santa Barbara Municipal"
"Monterey Peninsula","San Luis Obispo Co-McChesney"
"Monterey Peninsula","San Francisco International"
"Monterey Peninsula","Salt Lake City Intl"
"Dane County Regional","Minneapolis-St Paul Intl"
"Dane County Regional","Chicago O'Hare International"
"Dane County Regional","Portland Intl"
"Dane County Regional","Greater Rockford"
"Dane County Regional","Roanoke Regional/ Woodrum"
"Dane County Regional","Cherry Capital"
"Missoula International","Minneapolis-St Paul Intl"
"Missoula International","Chicago O'Hare International"
"Missoula International","Pocatello Regional"
"Missoula International","San Francisco International"
"Missoula International","Salt Lake City Intl"
"Minneapolis-St Paul Intl","New Orleans International"
"Minneapolis-St Paul Intl","Myrtle Beach International"
"Minneapolis-St Paul Intl","Will Rogers World"
"Minneapolis-St Paul Intl","Eppley Airfield"
"Minneapolis-St Paul Intl","Chicago O'Hare International"
"Minneapolis-St Paul Intl","Norfolk International"
"Minneapolis-St Paul Intl","Portland Intl"
"Minneapolis-St Paul Intl","Philadelphia Intl"
"Minneapolis-St Paul Intl","Phoenix Sky Harbor International"
"Minneapolis-St Paul Intl","Pierre Regional"
"Minneapolis-St Paul Intl","Pittsburgh International"
"Minneapolis-St Paul Intl","Palm Springs International"
"Minneapolis-St Paul Intl","Theodore F Green State"
"Minneapolis-St Paul Intl","Portland International Jetport"
"Minneapolis-St Paul Intl","Rapid City Regional"
"Minneapolis-St Paul Intl","Raleigh-Durham International"
"Minneapolis-St Paul Intl","Rhinelander-Oneida County"
"Minneapolis-St Paul Intl","Richmond International"
"Minneapolis-St Paul Intl","Greater Rochester Int'l"
"Minneapolis-St Paul Intl","Rochester International"
"Minneapolis-St Paul Intl","Southwest Florida International"
"Minneapolis-St Paul Intl","San Diego International-Lindbergh"
"Minneapolis-St Paul Intl","San Antonio International"
"Minneapolis-St Paul Intl","Savannah International"
"Minneapolis-St Paul Intl","South Bend Regional"
"Minneapolis-St Paul Intl","Louisville International-Standiford"
"Minneapolis-St Paul Intl","Seattle-Tacoma Intl"
"Minneapolis-St Paul Intl","San Francisco International"
"Minneapolis-St Paul Intl","Springfield-Branson Regional"
"Minneapolis-St Paul Intl","San Jose International"
"Minneapolis-St Paul Intl","Salt Lake City Intl"
"Minneapolis-St Paul Intl","Sacramento International"
"Minneapolis-St Paul Intl","John Wayne /Orange Co"
"Minneapolis-St Paul Intl","Capital"
"Minneapolis-St Paul Intl","Lambert-St Louis International"
"Minneapolis-St Paul Intl","Sioux Gateway"
"Minneapolis-St Paul Intl","Tampa International"
"Minneapolis-St Paul Intl","Tulsa International"
"Minneapolis-St Paul Intl","Tucson International"
"Minneapolis-St Paul Intl","Cherry Capital"
"Minneapolis-St Paul Intl","McGhee-Tyson"
"Minneapolis-St Paul Intl","Northwest Arkansas Regional"
"New Orleans International","Will Rogers World"
"New Orleans International","Chicago O'Hare International"
"New Orleans International","Philadelphia Intl"
"New Orleans International","Phoenix Sky Harbor International"
"New Orleans International","Raleigh-Durham International"
"New Orleans International","San Antonio International"
"New Orleans International","Salt Lake City Intl"
"New Orleans International","Tampa International"
"New Orleans International","Joslin Field - Magic Valley"
"Montrose Regional","Chicago O'Hare International"
"Montrose Regional","Salt Lake City Intl"
"Myrtle Beach International","Philadelphia Intl"
"Metropolitan Oakland International","Ontario International"
"Metropolitan Oakland International","Chicago O'Hare International"
"Metropolitan Oakland International","Portland Intl"
"Metropolitan Oakland International","Phoenix Sky Harbor International"
"Metropolitan Oakland International","Reno/Tahoe International"
"Metropolitan Oakland International","San Diego International-Lindbergh"
"Metropolitan Oakland International","Seattle-Tacoma Intl"
"Metropolitan Oakland International","Salt Lake City Intl"
"Metropolitan Oakland International","Sacramento International"
"Metropolitan Oakland International","John Wayne /Orange Co"
"Metropolitan Oakland International","Tucson International"
"Ogden-Hinckley","Salt Lake City Intl"
"Will Rogers World","Ontario International"
"Will Rogers World","Chicago O'Hare International"
"Will Rogers World","Phoenix Sky Harbor International"
"Will Rogers World","San Diego International-Lindbergh"
"Will Rogers World","San Antonio International"
"Will Rogers World","Salt Lake City Intl"
"Will Rogers World","Sacramento International"
"Will Rogers World","Lambert-St Louis International"
"Will Rogers World","Tulsa International"
"Eppley Airfield","Ontario International"
"Eppley Airfield","Chicago O'Hare International"
"Eppley Airfield","Phoenix Sky Harbor International"
"Eppley Airfield","San Diego International-Lindbergh"
"Eppley Airfield","Salt Lake City Intl"
"Eppley Airfield","Lambert-St Louis International"
"Eppley Airfield","Tulsa International"
"Eppley Airfield","Tucson International"
"Ontario International","Portland Intl"
"Ontario International","Phoenix Sky Harbor International"
"Ontario International","Palm Springs International"
"Ontario International","Reno/Tahoe International"
"Ontario International","San Diego International-Lindbergh"
"Ontario International","San Antonio International"
"Ontario International","Seattle-Tacoma Intl"
"Ontario International","San Francisco International"
"Ontario International","San Jose International"
"Ontario International","Salt Lake City Intl"
"Ontario International","Sacramento International"
"Ontario International","Tulsa International"
"Ontario International","Tucson International"
"Chicago O'Hare International","Norfolk International"
"Chicago O'Hare International","Palm Beach International"
"Chicago O'Hare International","Portland Intl"
"Chicago O'Hare International","Philadelphia Intl"
"Chicago O'Hare International","Phoenix Sky Harbor International"
"Chicago O'Hare International","Greater Peoria Regional"
"Chicago O'Hare International","Pittsburgh International"
"Chicago O'Hare International","Pensacola Regional"
"Chicago O'Hare International","Palm Springs International"
"Chicago O'Hare International","Theodore F Green State"
"Chicago O'Hare International","Portland International Jetport"
"Chicago O'Hare International","Rapid City Regional"
"Chicago O'Hare International","Raleigh-Durham International"
"Chicago O'Hare International","Richmond International"
"Chicago O'Hare International","Reno/Tahoe International"
"Chicago O'Hare International","Roanoke Regional/ Woodrum"
"Chicago O'Hare International","Greater Rochester Int'l"
"Chicago O'Hare International","Rochester International"
"Chicago O'Hare International","Southwest Florida International"
"Chicago O'Hare International","San Diego International-Lindbergh"
"Chicago O'Hare International","San Antonio International"
"Chicago O'Hare International","Savannah International"
"Chicago O'Hare International","South Bend Regional"
"Chicago O'Hare International","Louisville International-Standiford"
"Chicago O'Hare International","Seattle-Tacoma Intl"
"Chicago O'Hare International","San Francisco International"
"Chicago O'Hare International","Springfield-Branson Regional"
"Chicago O'Hare International","Shreveport Regional"
"Chicago O'Hare International","San Jose International"
"Chicago O'Hare International","Salt Lake City Intl"
"Chicago O'Hare International","Sacramento International"
"Chicago O'Hare International","John Wayne /Orange Co"
"Chicago O'Hare International","Capital"
"Chicago O'Hare International","Lambert-St Louis International"
"Chicago O'Hare International","Syracuse-Hancock Intl"
"Chicago O'Hare International","Toledo Express"
"Chicago O'Hare International","Tampa International"
"Chicago O'Hare International","Tulsa International"
"Chicago O'Hare International","Tucson International"
"Chicago O'Hare International","Cherry Capital"
"Chicago O'Hare International","McGhee-Tyson"
"Chicago O'Hare International","Eglin Air Force Base"
"Chicago O'Hare International","Northwest Arkansas Regional"
"Norfolk International","Palm Beach International"
"Norfolk International","Philadelphia Intl"
"Norfolk International","Richmond International"
"Norfolk International","Savannah International"
"Norfolk International","Tampa International"
"North Bend Muni","Portland Intl"
